pixel_id,date,x_m,y_m,lon,lat,elevation_m,slope_deg,ndvi,ndbi,building_density,road_density,impervious_fraction,distance_to_water_m,distance_to_park_m,air_temperature_c,relative_humidity_pct,wind_speed_ms,shortwave_radiation_wm2,day_of_year_sin,day_of_year_cos,landsat_cloud_fraction,lst_c
P000014,2019-06-24,701701.8,3.7548e+06,-6.818964633198758,33.92161170616971,51.646587,5.262001,0.08835254,0.07314186,0.1686111,0.3984951,0.2573827,8555.552,3665.0054,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.135433
P000015,2019-06-24,701963.6,3.7548e+06,-6.816128422921644,33.92161170616971,53.526188,5.0380545,0.05858895,0.046968136,0.1197833,0.37824985,0.21607555,8814.806,3559.88,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.7079
P000016,2019-06-24,696989.06,3.7551025e+06,-6.87001641818681,33.924347720502894,30.98292,3.6117885,0.06108191,0.039052833,0.14905404,0.3343336,0.22135442,3888.8647,6351.018,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.409042
P000017,2019-06-24,697250.94,3.7551025e+06,-6.867180207909697,33.924347720502894,30.453726,3.9795682,0.100003764,0.051840734,0.10705193,0.32182732,0.18757573,4148.18,6271.6587,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.375515
P000018,2019-06-24,697512.75,3.7551025e+06,-6.864343997632583,33.924347720502894,31.587992,4.3249254,0.041216094,0.06227542,0.17578909,0.32588857,0.23711313,4407.4336,6202.1494,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.13188
P000019,2019-06-24,697774.56,3.7551025e+06,-6.861507787355469,33.924347720502894,32.102898,4.645446,,0.055446774,0.147636,0.3458761,0.22440155,4666.6875,6142.804,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.63809
P000020,2019-06-24,698036.4,3.7551025e+06,-6.858671577078355,33.924347720502894,33.477097,4.9388046,0.0802692,0.060270425,0.14710358,0.37570548,0.23446909,4925.941,6027.802,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.316593
P000021,2019-06-24,698298.2,3.7551025e+06,-6.855835366801242,33.924347720502894,33.788425,5.202875,0.077724196,0.046007905,0.1337216,0.40590954,0.23567308,5185.1943,5804.558,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.715145
P000022,2019-06-24,698560.0,3.7551025e+06,-6.852999156524127,33.924347720502894,38.095734,5.435742,-0.016092328,0.067825764,0.2040536,0.4268566,0.29223692,5444.4478,5584.427,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.672672
P000024,2019-06-24,699083.6,3.7551025e+06,-6.847326735969899,33.924347720502894,41.429768,5.801348,0.124509156,0.07630023,0.1526542,0.42021793,0.2539334,5962.955,5155.0894,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.301514
P000027,2019-06-24,699869.06,3.7551025e+06,-6.838818105138556,33.924347720502894,45.209023,6.081473,0.053264573,0.07044824,0.18663973,0.34608823,0.25177005,6740.7153,4546.0776,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.294285
P000028,2019-06-24,700130.94,3.7551025e+06,-6.835981894861443,33.924347720502894,44.21403,6.100333,0.022303835,0.059873506,0.18929653,0.33808136,0.25081906,7000.031,4354.9863,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.21407
P000029,2019-06-24,700392.75,3.7551025e+06,-6.833145684584329,33.924347720502894,46.137066,6.081473,0.07597482,0.08903118,0.19034362,0.34682903,0.25459895,7259.2847,4171.311,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.095497
P000030,2019-06-24,700654.56,3.7551025e+06,-6.8303094743072155,33.924347720502894,44.84924,6.025038,0.012776714,0.12163917,0.2500254,0.36940932,0.30425486,7518.538,3996.0222,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.751816
P000031,2019-06-24,700916.4,3.7551025e+06,-6.8274732640301,33.924347720502894,48.80909,5.9314365,0.03392384,0.08036853,0.16001841,0.39808586,0.25124872,7777.7915,3830.2708,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.95789
P000032,2019-06-24,701178.2,3.7551025e+06,-6.824637053752987,33.924347720502894,48.42693,5.801348,-0.006332741,0.111482374,0.1548557,0.42294097,0.25627854,8037.045,3675.3477,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.38734
P000033,2019-06-24,701440.0,3.7551025e+06,-6.821800843475873,33.924347720502894,51.13834,5.635716,-0.019678352,,0.14221776,0.43525884,0.25166735,8296.299,3532.6775,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.01055
P000034,2019-06-24,701701.8,3.7551025e+06,-6.818964633198758,33.924347720502894,50.20045,5.435742,-0.032902982,,0.18957764,0.43050182,0.2830577,8555.552,3403.8015,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.487156
P000035,2019-06-24,701963.6,3.7551025e+06,-6.816128422921644,33.924347720502894,53.8789,5.202875,0.052796464,0.09577775,0.20430784,0.40986475,0.28603193,8814.806,3290.341,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.688564
P000036,2019-06-24,702225.44,3.7551025e+06,-6.81329221264453,33.924347720502894,55.588703,4.9388046,0.11331782,0.08354561,0.15711963,0.37987706,0.24238104,9021.648,3193.9395,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.153664
P000037,2019-06-24,702487.25,3.7551025e+06,-6.810456002367417,33.924347720502894,54.53019,4.645446,0.018058378,0.011243236,0.12766129,0.35018808,0.21124816,8961.565,3116.1802,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,31.875557
P000038,2019-06-24,702749.06,3.7551025e+06,-6.8076197920903025,33.924347720502894,55.19678,4.3249254,0.00019436082,0.076757245,0.12393627,0.3302893,0.20157225,8906.623,3058.4856,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.280495
P000039,2019-06-24,703010.94,3.7551025e+06,-6.804783581813189,33.924347720502894,55.047768,3.9794831,0.04483694,0.09874224,0.17118067,0.3262922,0.2331718,8856.906,3021.9985,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.158596
P000040,2019-06-24,696465.44,3.755405e+06,-6.875688838741039,33.92708373483608,26.782742,2.8754957,0.030272542,0.08566322,0.16360533,0.40095463,0.2548576,3370.3577,6269.7886,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.14552
P000042,2019-06-24,696989.06,3.755405e+06,-6.87001641818681,33.92708373483608,27.625301,3.6898618,0.074836865,0.058531377,0.12502916,0.35125667,0.21045977,3888.8647,6074.8643,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.120728
P000043,2019-06-24,697250.94,3.755405e+06,-6.867180207909697,33.92708373483608,31.237768,4.06823,0.027979024,0.031665776,0.16188055,0.33924863,0.23205279,4148.18,5991.8486,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.49409
P000044,2019-06-24,697512.75,3.755405e+06,-6.864343997632583,33.92708373483608,31.373272,4.42353,0.043293796,0.097061716,0.16322973,0.3438042,0.23459151,4407.4336,5919.054,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.503242
P000046,2019-06-24,698036.4,3.755405e+06,-6.858671577078355,33.92708373483608,33.724567,5.0550833,0.0581398,0.08030296,0.20002508,0.39457288,0.27811697,4925.941,5805.5483,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.296024
P000047,2019-06-24,698298.2,3.755405e+06,-6.855835366801242,33.92708373483608,36.934067,5.3267565,0.0010604943,0.10992416,0.18219405,0.42522103,0.27636197,5185.1943,5658.4355,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.24919
P000048,2019-06-24,698560.0,3.755405e+06,-6.852999156524127,33.92708373483608,37.64345,5.566327,0.021821098,0.1348878,0.202645,0.44658214,0.2981539,5444.4478,5432.386,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.498356
P000050,2019-06-24,699083.6,3.755405e+06,-6.847326735969899,33.92708373483608,40.239613,5.9424596,0.005034729,0.1023662,0.19676608,0.44065535,0.2919636,5962.955,4989.9844,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.82279
P000051,2019-06-24,699345.44,3.755405e+06,-6.844490525692784,33.92708373483608,39.404587,6.076293,-0.017643422,0.11907729,0.2118544,0.416682,0.29413208,6222.2085,4774.531,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.219517
P000052,2019-06-24,699607.25,3.755405e+06,-6.841654315415671,33.92708373483608,42.14183,6.1725893,0.02461956,0.049092203,0.14127861,0.3889008,0.23499998,6481.462,4563.6353,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.166553
P000053,2019-06-24,699869.06,3.755405e+06,-6.838818105138556,33.92708373483608,43.585503,6.2306495,0.10810265,0.065058365,0.18296191,0.36720085,0.25657222,6740.7153,4357.9604,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.18324
P000054,2019-06-24,700130.94,3.755405e+06,-6.835981894861443,33.92708373483608,44.14698,6.250053,0.055282872,0.09443394,0.17885777,0.35928732,0.2509088,7000.031,4158.233,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.37683
P000055,2019-06-24,700392.75,3.755405e+06,-6.833145684584329,33.92708373483608,46.52642,6.2306495,0.072331145,0.08484455,0.17337847,0.3680487,0.25010318,7259.2847,3965.455,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,32.497677
P000056,2019-06-24,700654.56,3.755405e+06,-6.8303094743072155,33.92708373483608,46.34698,6.1725893,0.04565191,0.10261627,0.18572776,0.39055315,0.26656362,7518.538,3780.6335,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.917168
P000057,2019-06-24,700916.4,3.755405e+06,-6.8274732640301,33.92708373483608,49.156853,6.076293,0.049812637,0.15426712,0.24645665,0.41905376,0.31895468,7777.7915,3604.9924,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.695408
P000058,2019-06-24,701178.2,3.755405e+06,-6.824637053752987,33.92708373483608,50.446636,5.9424596,0.05395935,0.13480072,0.16173266,0.44362357,0.26810947,8037.045,3439.9385,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.989708
P000059,2019-06-24,701440.0,3.755405e+06,-6.821800843475873,33.92708373483608,47.49745,5.772059,0.03213256,0.12033843,0.22295041,0.45554152,0.31494486,8296.299,3287.0667,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.679665
P000060,2019-06-24,701701.8,3.755405e+06,-6.818964633198758,33.92708373483608,53.611797,5.566327,0.09411606,0.09727931,0.12633759,0.45027232,0.24523196,8555.552,3148.152,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.114964
P000061,2019-06-24,701963.6,3.755405e+06,-6.816128422921644,33.92708373483608,49.68192,5.3267565,0.085344434,0.024054611,0.16893306,0.42902416,0.26732922,8814.806,3025.1184,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.15583
P000062,2019-06-24,702225.44,3.755405e+06,-6.81329221264453,33.92708373483608,53.725437,5.0550833,0.05166481,0.07005483,0.1811499,0.398353,0.26483983,8787.852,2919.9736,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.645947
P000063,2019-06-24,702487.25,3.755405e+06,-6.810456002367417,33.92708373483608,56.791595,4.7532783,0.012509254,0.08409077,0.19035356,0.36794654,0.26034015,8726.159,2834.7092,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.408363
P000064,2019-06-24,702749.06,3.755405e+06,-6.8076197920903025,33.92708373483608,56.24981,4.42353,0.056147598,0.06610235,0.18892674,0.3473419,0.25187212,8669.726,2771.1604,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.481583
P000065,2019-06-24,703010.94,3.755405e+06,-6.804783581813189,33.92708373483608,55.91669,4.0681424,0.06490814,-0.024877163,0.18604712,0.34269568,0.24805026,8618.642,2730.8374,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,37.12009
P000066,2019-06-24,703272.75,3.755405e+06,-6.801947371536074,33.92708373483608,57.388718,3.6898618,0.08664595,0.061217602,0.14056782,0.35470363,0.22034219,8573.028,2714.7944,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.357834
P000067,2019-06-24,703534.56,3.755405e+06,-6.799111161258961,33.92708373483608,60.94278,3.2913496,0.058222607,0.09582999,0.13145661,0.378374,0.22228988,8532.96,2723.448,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.811455
P000068,2019-06-24,695941.8,3.7557072e+06,-6.881361259295266,33.92981974916926,21.959219,2.0243073,0.019154884,0.039937887,0.16710979,0.42197052,0.26466614,2851.8506,6244.7407,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.63916
P000073,2019-06-24,697250.94,3.7557072e+06,-6.867180207909697,33.92981974916926,29.058563,4.1267123,-0.0061906977,0.0135940965,0.18620808,0.339759,0.24925937,4148.18,5713.564,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.353973
P000074,2019-06-24,697512.75,3.7557072e+06,-6.864343997632583,33.92981974916926,32.562527,4.4885707,0.016149787,0.08552311,0.18028244,0.34488052,0.2469035,4407.4336,5637.1772,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.950584
P000076,2019-06-24,698036.4,3.7557072e+06,-6.858671577078355,33.92981974916926,31.99981,5.1317816,0.1308933,0.08304954,0.17283939,0.39673883,0.25984278,4925.941,5517.876,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.03996
P000077,2019-06-24,698298.2,3.7557072e+06,-6.855835366801242,33.92981974916926,34.87539,5.4084697,0.0022640936,0.11264788,0.19917284,0.42789546,0.2891806,5185.1943,5475.6904,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.379364
P000078,2019-06-24,698560.0,3.7557072e+06,-6.852999156524127,33.92981974916926,35.638275,5.652463,0.021381652,0.13026552,0.22095528,0.44973066,0.31207028,5444.4478,5292.2944,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.796482
P000079,2019-06-24,698821.8,3.7557072e+06,-6.850162946247012,33.92981974916926,39.556755,5.861992,0.02017461,0.06194747,0.1931882,0.4557091,0.29472557,5703.701,5063.1743,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.19802
P000080,2019-06-24,699083.6,3.7557072e+06,-6.847326735969899,33.92981974916926,37.728497,6.035538,0.07358157,0.14377882,0.22439753,0.44462052,0.31269085,5962.955,4837.097,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.929325
P000082,2019-06-24,699607.25,3.7557072e+06,-6.841654315415671,33.92981974916926,42.02302,6.2699156,-0.0061290404,,0.20244557,0.39344263,0.27939352,6481.462,4395.9453,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.037735
P000083,2019-06-24,699869.06,3.7557072e+06,-6.838818105138556,33.92981974916926,42.02931,6.3290477,0.07763504,0.041153904,0.20399131,0.37191904,0.27291718,6740.7153,4182.031,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.453827
P000084,2019-06-24,700130.94,3.7557072e+06,-6.835981894861443,33.92981974916926,43.966522,6.3488092,0.03707261,0.066995785,0.17680669,0.36409053,0.25110102,7000.031,3973.4705,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.689568
P000085,2019-06-24,700392.75,3.7557072e+06,-6.833145684584329,33.92981974916926,45.160915,6.3290477,0.062271263,0.08390628,0.23603205,0.37282902,0.29553458,7259.2847,3771.2595,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.1163
P000086,2019-06-24,700654.56,3.7557072e+06,-6.8303094743072155,33.92981974916926,45.918777,6.2699156,-0.01501997,0.03969051,0.20180653,0.39518258,0.2792635,7518.538,3576.4165,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.621887
P000088,2019-06-24,701178.2,3.7557072e+06,-6.824637053752987,33.92981974916926,48.54705,6.035538,-0.009376121,,0.22993979,0.44747964,0.31673598,8037.045,3214.147,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.03579
P000089,2019-06-24,701440.0,3.7557072e+06,-6.821800843475873,33.92981974916926,48.640583,5.861992,-0.016496269,0.08160741,0.224248,0.4587407,0.31626764,8296.299,3049.9788,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.842472
P000090,2019-06-24,701701.8,3.7557072e+06,-6.818964633198758,33.92981974916926,51.99978,5.652463,0.072356656,0.1360356,0.22614573,0.45263174,0.31491634,8555.552,2899.7288,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.95866
P000091,2019-06-24,701963.6,3.7557072e+06,-6.816128422921644,33.92981974916926,51.450237,5.4084697,0.06827771,0.073595814,0.19252321,0.43038523,0.28295547,8623.461,2765.6655,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.44461
P000092,2019-06-24,702225.44,3.7557072e+06,-6.81329221264453,33.92981974916926,53.828846,5.1317816,0.037906896,0.06607756,0.17341156,0.3986079,0.25776327,8554.814,2650.2473,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.269768
P000093,2019-06-24,702487.25,3.7557072e+06,-6.810456002367417,33.92981974916926,54.718998,4.8244057,0.037499744,0.06006202,0.17722166,0.3670629,0.2487118,8491.43,2556.0007,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.05186
P000094,2019-06-24,702749.06,3.7557072e+06,-6.8076197920903025,33.92981974916926,55.806396,4.4885707,0.081904724,0.0011549798,0.112722814,0.34537774,0.19539067,8433.425,2485.336,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,33.147655
P000095,2019-06-24,703010.94,3.7557072e+06,-6.804783581813189,33.92981974916926,60.26273,4.126623,0.06755143,0.0033802427,0.11333202,0.33979803,0.19345762,8380.901,2440.2944,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.1293
P000096,2019-06-24,703272.75,3.7557072e+06,-6.801947371536074,33.92981974916926,58.91148,3.7413597,0.091383964,0.016727427,0.110691324,0.3510896,0.19539094,8333.986,2422.328,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.554634
P000097,2019-06-24,703534.56,3.7557072e+06,-6.799111161258961,33.92981974916926,60.09914,3.3354914,0.014991456,0.025315866,0.11609782,0.3742952,0.20738989,8292.764,2432.0225,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.255623
P000098,2019-06-24,703796.4,3.7557072e+06,-6.7962749509818465,33.92981974916926,58.619,2.9119613,0.051928695,0.062484384,0.16003983,0.40045267,0.24764511,8257.316,2469.0522,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.21225
P000099,2019-06-24,704058.2,3.7557072e+06,-6.793438740704733,33.92981974916926,60.90342,2.473841,0.062224876,0.06342477,0.110278316,0.41965953,0.22007173,8227.721,2532.2183,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.18945
P000101,2019-06-24,695680.0,3.7560098e+06,-6.884197469572381,33.93255576350245,21.387049,1.5723727,0.026838798,0.08461177,0.18665047,0.39208913,0.2678858,2592.5972,6130.384,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.3029
P000103,2019-06-24,696203.6,3.7560098e+06,-6.878525049018153,33.93255576350245,23.546335,2.4874213,0.033839367,0.082867384,0.18102597,0.4024791,0.2675842,3111.1042,5862.4893,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.112003
P000104,2019-06-24,696465.44,3.7560098e+06,-6.875688838741039,33.93255576350245,25.849503,2.9293222,0.047541708,0.07421616,0.12997691,0.38472098,0.22563381,3370.3577,5741.429,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,34.43764
P000105,2019-06-24,696727.25,3.7560098e+06,-6.872852628463925,33.93255576350245,26.70775,3.3565068,0.052809387,0.0725544,0.16310036,0.35976583,0.24008502,3629.6113,5629.712,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.48548
P000108,2019-06-24,697512.75,3.7560098e+06,-6.864343997632583,33.93255576350245,30.848309,4.519536,0.033032402,0.061380643,0.22298378,0.33239305,0.27241915,4407.4336,5356.208,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.375973
P000109,2019-06-24,697774.56,3.7560098e+06,-6.861507787355469,33.93255576350245,32.186806,4.8582687,0.04059272,0.06375125,0.1406908,0.35404584,0.22239111,4666.6875,5287.376,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.798214
P000110,2019-06-24,698036.4,3.7560098e+06,-6.858671577078355,33.93255576350245,32.90926,5.168297,0.07417144,0.11632851,0.22366461,0.38548306,0.2914744,4925.941,5230.502,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.9048
P000111,2019-06-24,698298.2,3.7560098e+06,-6.855835366801242,33.93255576350245,35.71682,5.4473724,0.062387273,0.10487883,0.22372723,0.4172145,0.302623,5185.1943,5185.9795,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.36011
P000112,2019-06-24,698560.0,3.7560098e+06,-6.852999156524127,33.93255576350245,36.788025,5.693471,0.050051596,0.06996222,0.20108776,0.43958575,0.29460433,5444.4478,5154.128,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,35.939774
P000115,2019-06-24,699345.44,3.7560098e+06,-6.844490525692784,33.93255576350245,41.672363,6.217332,0.054580193,0.08911044,0.21893932,0.41211432,0.29747564,6222.2085,4467.813,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.37301
P000116,2019-06-24,699607.25,3.7560098e+06,-6.841654315415671,33.93255576350245,41.86097,6.3162518,0.015913015,0.1126683,0.2491493,0.38486588,0.30905956,6481.462,4241.6953,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.565235
P000117,2019-06-24,699869.06,3.7560098e+06,-6.838818105138556,33.93255576350245,43.204144,6.375894,0.05456813,0.13314396,0.2442926,0.36352217,0.29813784,6740.7153,4019.5808,27.760702,59.280655,3.4438112,870.7861,0.13079268,-0.9914097,0.067421794,36.690403
